"FullName","Name","CreationTime","LastWriteTime","Length","Attributes"
"F:\Bids and Proposals\Past_Proposals\PANYNJ\NO BID or LOST or ARCHIVED\2013_TBTA_AECOM_Proposal\PreProposal\KLD Project Descriptions Rev1.docx","KLD Project Descriptions Rev1.docx","3/26/2013 1:10:04 PM","3/26/2013 1:10:31 PM","9586778","Archive"
"F:\Bids and Proposals\Past_Proposals\PANYNJ\NO BID or LOST or ARCHIVED\2019 PABT and GWBBS Continuous Bus Data Collection\References\Contract","Contract","11/2/2023 3:01:17 PM","5/28/2019 11:24:44 AM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\PANYNJ\NO BID or LOST or ARCHIVED\2019 PABT and GWBBS Continuous Bus Data Collection\References\Contract\Contracts.lnk","Contracts.lnk","5/28/2019 11:24:39 AM","5/28/2019 11:24:44 AM","1430","Archive"
"F:\Bids and Proposals\Past_Proposals\PANYNJ\NO BID or LOST or ARCHIVED\JFK RUGTC DB Pursuit\AECOM-Tutor-Perini\RFP Documents\OneDrive_2022-11-17\__RFP Documents Version 4\4_Vol_III_Available _Documents\Central-Terminal-Area-East-Parking-Garage-Blue-Garage-General-Construction-Contract-No-JFK-124-004.pdf_Error.txt","Central-Terminal-Area-East-Parking-Garage-Blue-Garage-General-Construction-Contract-No-JFK-124-004.pdf_Error.txt","11/17/2022 1:46:14 PM","11/17/2022 3:45:00 PM","174","Archive"
"F:\Bids and Proposals\Past_Proposals\PANYNJ\NO BID or LOST or ARCHIVED\JFK RUGTC DB Pursuit\AECOM-Tutor-Perini\RFP Documents\OneDrive_2022-11-17\__RFP Documents Version 4\4_Vol_III_Available _Documents\JFK-174.115.C006 WO112_Exhibit F1 - Contract Drawings.pdf_Error.txt","JFK-174.115.C006 WO112_Exhibit F1 - Contract Drawings.pdf_Error.txt","11/17/2022 1:46:14 PM","11/17/2022 3:45:00 PM","174","Archive"
"F:\Bids and Proposals\Past_Proposals\PANYNJ\NO BID or LOST or ARCHIVED\JFK RUGTC DB Pursuit\AECOM-Tutor-Perini\RFP Documents\RFP Documents Version 4\4_Vol_III_Available _Documents\01_CAD-Revit-Files\Traffic_Signal_Master_Plan_Drawing_CAD-Files\Model\CB_Contract_Border_Stage-I 34x22.dwg","CB_Contract_Border_Stage-I 34x22.dwg","11/17/2022 1:46:10 PM","11/17/2022 3:32:00 PM","468104","Archive"
"F:\Bids and Proposals\Past_Proposals\PANYNJ\NO BID or LOST or ARCHIVED\JFK_NTO_Parsons\From_PTG\ShareFile_Site\Exhibit K-1 - Port Authority Provided Documents\04 RPW Reference Documents\Traffic-Support-Files\Traffic\Symbols\Proposed\CONTRACTOR'S VEHICLE-PROPOSED.dwg","CONTRACTOR'S VEHICLE-PROPOSED.dwg","5/19/2021 10:26:00 AM","2/1/2015 11:27:36 PM","323838","Archive"
"F:\Bids and Proposals\Past_Proposals\PANYNJ\NO BID or LOST or ARCHIVED\PA ITS On Call 2014\From JHK\JHK Engineering PC General Description PANYNJ 38473.docx","JHK Engineering PC General Description PANYNJ 38473.docx","8/26/2014 10:08:59 AM","8/26/2014 10:08:59 AM","11201","Archive"
"F:\Bids and Proposals\Past_Proposals\Presentations\2016 ITS WC Melbourne\MIM Paper\EVALUATION OF LARGE SCALE URBAN ACTIVE MANAGEMENT SYSTEMS v1.docx","EVALUATION OF LARGE SCALE URBAN ACTIVE MANAGEMENT SYSTEMS v1.docx","1/28/2016 4:22:16 AM","1/28/2016 4:34:19 AM","1533486","Archive"
"F:\Bids and Proposals\Past_Proposals\Presentations\2016 ITS WC Melbourne\MIM Paper\EVALUATION OF LARGE SCALE URBAN ACTIVE MANAGEMENT SYSTEMS.docx","EVALUATION OF LARGE SCALE URBAN ACTIVE MANAGEMENT SYSTEMS.docx","1/27/2016 5:00:02 AM","1/27/2016 5:00:04 AM","1534013","Archive"
"F:\Bids and Proposals\Past_Proposals\Presentations\2016 ITS WC Melbourne\MIM Paper\ITS WC 2016 -- Technical Paper -- Evaluation of Large Scale ATM Systems.pdf","ITS WC 2016 -- Technical Paper -- Evaluation of Large Scale ATM Systems.pdf","1/27/2016 6:01:52 AM","1/28/2016 4:34:38 AM","1148397","Archive"
"F:\Bids and Proposals\Past_Proposals\Presentations\2016 ITSA San Jose CA\EVALUATION OF LARGE SCALE URBAN ACTIVE MANAGEMENT SYSTEMS v1.docx","EVALUATION OF LARGE SCALE URBAN ACTIVE MANAGEMENT SYSTEMS v1.docx","3/11/2016 3:24:32 PM","3/11/2016 3:42:23 PM","1533505","Archive"
"F:\Bids and Proposals\Past_Proposals\Presentations\2016 ITSA San Jose CA\ITSA 2016 -- Evaluation of Large Scale Urban Active Traffic Management Systems.docx","ITSA 2016 -- Evaluation of Large Scale Urban Active Traffic Management Systems.docx","3/11/2016 3:45:12 PM","3/11/2016 3:45:17 PM","1533434","Archive"
"F:\Bids and Proposals\Past_Proposals\Presentations\2016 ITSA San Jose CA\ITSA 2016 -- Evaluation of Large Scale Urban Active Traffic Management Systems.pdf","ITSA 2016 -- Evaluation of Large Scale Urban Active Traffic Management Systems.pdf","3/11/2016 3:45:35 PM","3/11/2016 3:45:42 PM","1148376","Archive"
"F:\Bids and Proposals\Past_Proposals\Presentations\ITS-NY_2016\OLD\EVALUATION OF LARGE SCALE URBAN ACTIVE MANAGEMENT SYSTEMS v1.docx","EVALUATION OF LARGE SCALE URBAN ACTIVE MANAGEMENT SYSTEMS v1.docx","6/6/2016 4:29:33 PM","6/6/2016 4:29:33 PM","1533441","Archive"
"F:\Bids and Proposals\Past_Proposals\SMTC\RFP\Contract-Example.pdf","Contract-Example.pdf","11/14/2022 10:43:42 AM","11/14/2022 10:43:45 AM","87874","Archive"
"F:\Bids and Proposals\Past_Proposals\Suffolk County DPW\Awarded\CR-39\1314 AECOM\Contractual","Contractual","5/1/2024 2:44:09 PM","4/17/2025 6:35:19 AM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\Suffolk County DPW\CR-39\AECOM\Contractual","Contractual","1/25/2024 12:50:41 PM","2/5/2024 4:47:07 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\Suffolk DEDP\2026 Consultant Svc. Full Contract.pdf","2026 Consultant Svc. Full Contract.pdf","4/23/2026 2:41:38 PM","4/23/2026 2:40:26 PM","208039","Archive"
"F:\Bids and Proposals\Past_Proposals\Traffic Studies_Various\Black_And_Veatch\IBackup\Subcontractor RFP QA Log.xlsx","Subcontractor RFP QA Log.xlsx","3/17/2021 5:00:35 PM","3/17/2021 10:42:50 AM","21830","Archive"
"F:\Bids and Proposals\Past_Proposals\Traffic Studies_Various\Black_And_Veatch\IBackup\Template Service Contract.docx","Template Service Contract.docx","3/17/2021 5:00:36 PM","3/17/2021 10:42:51 AM","75887","Archive"
"F:\Bids and Proposals\Past_Proposals\Traffic Studies_Various\Black_And_Veatch\IBackup\RFP Technical Attachments\Sample_Bridges Evaluation Report.pdf","Sample_Bridges Evaluation Report.pdf","3/17/2021 5:00:37 PM","3/17/2021 10:43:20 AM","34348743","Archive"
"F:\Bids and Proposals\Past_Proposals\Traffic Studies_Various\Caithness Article VII - Epslion Associates\Contractor Safety Requirements.pdf","Contractor Safety Requirements.pdf","3/4/2014 9:23:45 PM","3/4/2014 9:23:00 PM","285077","Archive"
"F:\Bids and Proposals\Past_Proposals\Traffic Studies_Various\PSEG\Contractual","Contractual","10/10/2025 9:50:32 AM","1/28/2026 12:37:19 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\Traffic Studies_Various\Steve_Rittvo\Ballys\Contractual","Contractual","11/2/2023 3:07:23 PM","6/9/2026 1:48:09 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\Transcom\2024 DFE Support\Contract","Contract","5/30/2024 9:37:36 AM","7/25/2024 3:43:05 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\Website\2025\Contract","Contract","3/17/2025 8:17:29 AM","4/9/2025 7:46:10 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\Website\2025\Contract\KLD Website Contract 20250315.docx","KLD Website Contract 20250315.docx","3/17/2025 8:17:40 AM","3/17/2025 8:17:41 AM","185667","Archive"
"F:\Bids and Proposals\Past_Proposals\Website\2025\Contract\KLD Website Contract 20250315.pdf","KLD Website Contract 20250315.pdf","3/23/2025 9:04:08 PM","3/23/2025 9:04:08 PM","391489","Archive"
"F:\Bids and Proposals\Past_Proposals\Website\2025\Contract\KLD Website Contract 20250315signed JM.pdf","KLD Website Contract 20250315signed JM.pdf","3/31/2025 9:05:11 PM","3/31/2025 9:23:26 PM","1049257","Archive"
"F:\Bids and Proposals\Past_Proposals\Website\2025\Contract\KLD Website Contract 20250315signed.pdf","KLD Website Contract 20250315signed.pdf","3/24/2025 8:05:34 AM","3/24/2025 8:26:58 AM","482398","Archive"
"F:\Bids and Proposals\Past_Proposals\Website\2025\Projects\Paul Working\Images\Data Analytics\MIM evaluation dashboard1.jpg","MIM evaluation dashboard1.jpg","4/30/2025 4:17:15 PM","4/30/2025 4:17:15 PM","142937","Archive"
"F:\Bids and Proposals\Past_Proposals\Website\2025\Projects\Paul Working\Images\Data Analytics\MIM evaluation dashboard2.jpg","MIM evaluation dashboard2.jpg","4/30/2025 4:17:29 PM","4/30/2025 4:17:29 PM","44314","Archive"
"F:\Bids and Proposals\PROJECT_INFO\HollandTunnel\Contract Details.xlsx","Contract Details.xlsx","8/23/2011 10:14:44 AM","8/23/2011 10:20:56 AM","10270","Archive"
"F:\Bids and Proposals\PROJECT_INFO\Useful Stuff from Past Proposals\KLD Project Descriptionsv4.docx","KLD Project Descriptionsv4.docx","2/9/2014 10:24:25 AM","12/6/2010 5:18:42 PM","7586663","Archive"
"F:\Bids and Proposals\PROJECT_INFO\Useful Stuff from Past Proposals\KLD Project Descriptions_120211.docx","KLD Project Descriptions_120211.docx","1/30/2014 12:55:37 PM","1/30/2014 12:55:40 PM","8627685","Archive"
"F:\Bids and Proposals\Satya_Archive\Epsilon Associates\Contractor Safety Requirements.pdf","Contractor Safety Requirements.pdf","2/26/2014 9:28:59 AM","10/3/2014 9:14:02 PM","285077","Archive"
"F:\Bids and Proposals\Satya_Archive\Images\Img_CashLane.jpg","Img_CashLane.jpg","6/12/2006 3:30:28 PM","4/21/2005 4:16:36 PM","63023","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\Aimsun\Contract","Contract","11/2/2023 3:11:56 PM","9/1/2019 8:22:44 AM",,"Directory"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.awg","NJTP7A-FRI-7Entry-3Cash-Layout1.awg","4/29/2009 6:49:21 PM","11/17/2006 10:15:12 AM","54","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.cus","NJTP7A-FRI-7Entry-3Cash-Layout1.cus","4/29/2009 6:49:21 PM","4/30/2009 2:24:02 PM","2994","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.custom","NJTP7A-FRI-7Entry-3Cash-Layout1.custom","4/29/2009 6:49:21 PM","4/30/2009 2:43:11 PM","5075","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.F40","NJTP7A-FRI-7Entry-3Cash-Layout1.F40","4/29/2009 6:49:21 PM","11/30/2006 12:22:59 PM","50260","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.F44","NJTP7A-FRI-7Entry-3Cash-Layout1.F44","4/29/2009 6:49:21 PM","11/30/2006 12:21:25 PM","23","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.F58","NJTP7A-FRI-7Entry-3Cash-Layout1.F58","4/29/2009 6:49:21 PM","11/30/2006 12:23:01 PM","6480092","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.ini","NJTP7A-FRI-7Entry-3Cash-Layout1.ini","4/30/2009 2:02:03 PM","9/24/2020 11:58:36 AM","91","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.opg","NJTP7A-FRI-7Entry-3Cash-Layout1.opg","4/29/2009 6:49:21 PM","11/30/2006 11:25:22 AM","2551","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.out","NJTP7A-FRI-7Entry-3Cash-Layout1.out","4/29/2009 6:49:21 PM","11/30/2006 12:23:00 PM","688686","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U09","NJTP7A-FRI-7Entry-3Cash-Layout1.U09","4/29/2009 6:49:22 PM","11/30/2006 12:23:00 PM","22176","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U24","NJTP7A-FRI-7Entry-3Cash-Layout1.U24","4/29/2009 6:49:22 PM","11/30/2006 12:23:00 PM","18000","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U41","NJTP7A-FRI-7Entry-3Cash-Layout1.U41","4/29/2009 6:49:22 PM","11/30/2006 12:22:59 PM","54101376","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U42","NJTP7A-FRI-7Entry-3Cash-Layout1.U42","4/29/2009 6:49:23 PM","11/30/2006 12:23:00 PM","1774304","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U43","NJTP7A-FRI-7Entry-3Cash-Layout1.U43","4/29/2009 6:49:23 PM","11/30/2006 12:23:00 PM","4752","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U45","NJTP7A-FRI-7Entry-3Cash-Layout1.U45","4/29/2009 6:49:23 PM","11/30/2006 12:23:00 PM","11088","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U46","NJTP7A-FRI-7Entry-3Cash-Layout1.U46","4/29/2009 6:49:23 PM","11/30/2006 12:23:00 PM","4200","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U47","NJTP7A-FRI-7Entry-3Cash-Layout1.U47","4/29/2009 6:49:23 PM","11/30/2006 12:23:00 PM","24","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U56","NJTP7A-FRI-7Entry-3Cash-Layout1.U56","4/29/2009 6:49:23 PM","11/30/2006 12:23:00 PM","208","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.U61","NJTP7A-FRI-7Entry-3Cash-Layout1.U61","4/29/2009 6:49:23 PM","11/30/2006 12:22:59 PM","86400","Archive"
"F:\Bids and Proposals\Satya_Archive\Other\NJTP 7A\NJTP7A-FRI-7Entry-3Cash-Layout1.wat","NJTP7A-FRI-7Entry-3Cash-Layout1.wat","4/29/2009 6:49:21 PM","11/30/2006 1:03:27 PM","72339","Archive"
"F:\Bids and Proposals\Satya_Archive\Transdyn\00b  Subcontractor Approval Instructions - Sub.docx","00b  Subcontractor Approval Instructions - Sub.docx","1/5/2014 8:46:20 AM","1/4/2014 2:56:00 PM","30296","Archive"
"F:\Bids and Proposals\Satya_Archive\Transdyn\02B. OCIP Enrollment Assignment by Subcontractor.docx","02B. OCIP Enrollment Assignment by Subcontractor.docx","1/5/2014 8:46:13 AM","1/4/2014 2:54:00 PM","23638","Archive"
"F:\Bids and Proposals\Satya_Archive\Transdyn\03A. NDA - Exhibit B - SubContractors - Instructions.pdf","03A. NDA - Exhibit B - SubContractors - Instructions.pdf","1/5/2014 8:45:29 AM","1/4/2014 2:54:00 PM","17366","Archive"
"F:\Bids and Proposals\Satya_Archive\Transdyn\03B. NDA - EXHIBIT B - SubConsultant - SubContractor.docx","03B. NDA - EXHIBIT B - SubConsultant - SubContractor.docx","1/5/2014 8:46:11 AM","1/4/2014 2:54:00 PM","58686","Archive"
"F:\Bids and Proposals\TRB 2018 Career Fair\TRB 2018 Career Fair Company description.docx","TRB 2018 Career Fair Company description.docx","12/5/2017 9:21:21 AM","12/5/2017 9:21:21 AM","13512","Archive"
"F:\Development\ACDSS Logos\Adelheid Design\20130809 - deliverables\4Net_Worth_644.txt","4Net_Worth_644.txt","8/24/2014 8:00:00 AM","8/24/2014 8:00:00 AM","482","Hidden, Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_automatic_evaluation_data_check.ibd","dashboard_automatic_evaluation_data_check.ibd","5/31/2023 1:35:14 PM","5/30/2023 8:00:01 PM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_automatic_evaluation_data_daily_count.ibd","dashboard_automatic_evaluation_data_daily_count.ibd","5/31/2023 1:35:15 PM","5/30/2023 8:00:02 PM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_adaptive_time_percentage.ibd","dashboard_evaluation_adaptive_time_percentage.ibd","5/31/2023 1:35:18 PM","5/27/2023 3:17:27 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_adaptive_time_percentage_after.ibd","dashboard_evaluation_adaptive_time_percentage_after.ibd","5/31/2023 1:35:18 PM","5/27/2023 3:00:55 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_adaptive_time_percentage_before.ibd","dashboard_evaluation_adaptive_time_percentage_before.ibd","5/31/2023 1:35:19 PM","5/27/2023 3:08:11 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_adaptive_time_percentage_hourly.ibd","dashboard_evaluation_adaptive_time_percentage_hourly.ibd","5/31/2023 1:35:19 PM","5/27/2023 3:25:52 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_after_approach_delay.ibd","dashboard_evaluation_after_approach_delay.ibd","5/31/2023 1:35:20 PM","5/27/2023 3:28:31 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_after_approach_delay_by_hour.ibd","dashboard_evaluation_after_approach_delay_by_hour.ibd","5/31/2023 1:35:20 PM","5/27/2023 3:22:48 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_after_data_delay.ibd","dashboard_evaluation_after_data_delay.ibd","5/31/2023 1:35:21 PM","5/27/2023 2:43:14 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_after_data_hourly.ibd","dashboard_evaluation_after_data_hourly.ibd","5/31/2023 1:35:21 PM","5/27/2023 3:19:31 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_after_data_tput.ibd","dashboard_evaluation_after_data_tput.ibd","5/31/2023 1:35:22 PM","5/27/2023 3:00:50 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_after_overall_delay.ibd","dashboard_evaluation_after_overall_delay.ibd","5/31/2023 1:35:23 PM","5/27/2023 3:28:31 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_after_overall_delay_by_hour.ibd","dashboard_evaluation_after_overall_delay_by_hour.ibd","5/31/2023 1:35:23 PM","5/27/2023 3:19:30 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_approach_hourly.ibd","dashboard_evaluation_approach_hourly.ibd","5/31/2023 1:35:24 PM","5/30/2023 7:31:42 PM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_area.ibd","dashboard_evaluation_area.ibd","5/31/2023 1:35:24 PM","5/30/2023 8:00:00 PM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_asc_time_hourly_after.ibd","dashboard_evaluation_asc_time_hourly_after.ibd","5/31/2023 1:35:25 PM","5/27/2023 3:19:31 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_asc_time_hourly_before.ibd","dashboard_evaluation_asc_time_hourly_before.ibd","5/31/2023 1:35:25 PM","5/27/2023 2:45:50 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_before_approach_delay.ibd","dashboard_evaluation_before_approach_delay.ibd","5/31/2023 1:35:26 PM","5/27/2023 3:17:27 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_before_approach_delay_by_hour.ibd","dashboard_evaluation_before_approach_delay_by_hour.ibd","5/31/2023 1:35:26 PM","5/27/2023 3:36:41 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_before_data_delay.ibd","dashboard_evaluation_before_data_delay.ibd","5/31/2023 1:35:27 PM","5/27/2023 3:17:27 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_before_data_hourly.ibd","dashboard_evaluation_before_data_hourly.ibd","5/31/2023 1:35:27 PM","5/27/2023 3:08:11 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_before_data_tput.ibd","dashboard_evaluation_before_data_tput.ibd","5/31/2023 1:35:28 PM","5/27/2023 3:04:17 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_before_overall_delay.ibd","dashboard_evaluation_before_overall_delay.ibd","5/31/2023 1:35:28 PM","5/27/2023 3:22:48 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_before_overall_delay_by_hour.ibd","dashboard_evaluation_before_overall_delay_by_hour.ibd","5/31/2023 1:35:29 PM","5/27/2023 3:36:41 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_combined_approach_delay.ibd","dashboard_evaluation_combined_approach_delay.ibd","5/31/2023 1:35:29 PM","5/27/2023 3:28:31 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_combined_overall_delay.ibd","dashboard_evaluation_combined_overall_delay.ibd","5/31/2023 1:35:30 PM","5/27/2023 3:25:52 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_combined_overall_delay_tput_by_hour.ibd","dashboard_evaluation_combined_overall_delay_tput_by_hour.ibd","5/31/2023 1:35:31 PM","5/30/2023 8:00:02 PM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_detector_mapping_after.ibd","dashboard_evaluation_detector_mapping_after.ibd","5/31/2023 1:35:31 PM","5/27/2023 3:08:11 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_detector_mapping_before.ibd","dashboard_evaluation_detector_mapping_before.ibd","5/31/2023 1:35:32 PM","5/27/2023 3:22:48 AM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_intersection_hourly.ibd","dashboard_evaluation_intersection_hourly.ibd","5/31/2023 1:35:32 PM","5/30/2023 7:52:20 PM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_intersection_overall.ibd","dashboard_evaluation_intersection_overall.ibd","5/31/2023 1:35:33 PM","5/30/2023 7:19:27 PM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_intersection_summary.ibd","dashboard_evaluation_intersection_summary.ibd","5/31/2023 1:35:33 PM","5/30/2023 7:42:58 PM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS from NYC 10.155.101.179-20230531\MySQL\MySQL Server 8.0\Data\dashboard_debug\dashboard_evaluation_period.ibd","dashboard_evaluation_period.ibd","5/31/2023 1:35:34 PM","5/30/2023 7:40:05 PM","114688","Archive"
"F:\Development\ACDSS Software\acdss-installation-package\ACDSS Latest Files by Sites\Riyadh\ACDSS Software Package\ACDSS\Archive\acdss-dashboard\ADG Genie Service\ADGGenie1\.git\description","description","2/15/2024 12:47:41 PM","5/9/2019 2:42:31 PM","73","Archive"
